Date,Close
2023-04-28,1337.78
2023-04-27,1339.17
2023-04-26,1338.01
2023-04-25,1340.89
2023-04-24,1332.51
2023-04-21,1329.36
2023-04-20,1323.61
2023-04-19,1329.71
2023-04-18,1319.13
2023-04-17,1319.11
2023-04-14,1304.0
2023-04-13,1301.14
2023-04-12,1322.63
2023-04-11,1322.03
2023-04-10,1320.62
2023-04-07,1316.3
2023-04-06,1318.5
2023-04-05,1317.05
2023-04-04,1310.08
2023-04-03,1308.58
2023-03-31,1306.11
2023-03-30,1296.55
2023-03-29,1305.3
2023-03-28,1297.04
2023-03-27,1297.92
2023-03-24,1294.66
2023-03-23,1286.23
2023-03-22,1297.85
2023-03-21,1303.42
2023-03-20,1304.36
2023-03-17,1308.37
2023-03-16,1300.85
2023-03-15,1313.04
2023-03-14,1304.55
2023-03-13,1296.58
2023-03-10,1320.24
2023-03-09,1325.51
2023-03-08,1316.38
2023-03-07,1318.29
2023-03-06,1296.86
2023-03-03,1295.73
2023-03-02,1310.97
2023-03-01,1305.41
2023-02-28,1323.02
2023-02-27,1317.4
2023-02-24,1314.45
2023-02-23,1297.89
2023-02-22,1302.65
2023-02-21,1305.75
2023-02-20,1296.04
2023-02-17,1295.87
2023-02-16,1289.51
2023-02-15,1283.54
2023-02-14,1272.53
2023-02-13,1272.89
2023-02-10,1267.45
2023-02-09,1264.44
2023-02-08,1260.46
2023-02-07,1255.68
2023-02-06,1260.25
2023-02-03,1247.46
2023-02-02,1224.78
2023-02-01,1222.28
2023-01-31,1233.3
2023-01-30,1231.46
2023-01-27,1229.62
2023-01-26,1231.84
2023-01-25,1232.57
2023-01-24,1232.57
2023-01-23,1229.97
2023-01-20,1228.86
2023-01-19,1232.21
2023-01-18,1237.69
2023-01-17,1237.34
2023-01-16,1241.61
2023-01-13,1237.26
2023-01-12,1239.12
2023-01-11,1242.5
2023-01-10,1240.8
2023-01-09,1239.28
2023-01-06,1253.5
2023-01-05,1274.26
2023-01-04,1270.98
2023-01-03,1279.1
2023-01-02,1269.03
2022-12-30,1260.92
2022-12-29,1260.85
2022-12-28,1274.37
2022-12-27,1271.79
2022-12-26,1273.91
2022-12-23,1279.55
2022-12-22,1291.64
2022-12-21,1279.21
2022-12-20,1283.71
2022-12-19,1301.29
2022-12-16,1309.47
2022-12-15,1318.51
2022-12-14,1295.42
2022-12-13,1289.13
2022-12-12,1306.08
2022-12-09,1303.87
2022-12-08,1315.83
2022-12-07,1314.38
2022-12-06,1319.79
2022-12-05,1305.49
2022-12-02,1297.89
2022-12-01,1304.23
2022-11-30,1301.65
2022-11-29,1325.36
2022-11-28,1339.75
2022-11-25,1334.48
2022-11-24,1326.69
2022-11-23,1336.85
2022-11-22,1352.65
2022-11-21,1359.3
2022-11-18,1339.71
2022-11-17,1342.65
2022-11-16,1336.65
2022-11-15,1316.21
2022-11-14,1323.87
2022-11-11,1313.69
2022-11-10,1349.82
2022-11-09,1371.13
2022-11-08,1375.03
2022-11-07,1392.44
2022-11-04,1403.29
2022-11-03,1423.7
2022-11-02,1412.45
2022-11-01,1416.73
2022-10-31,1425.83
2022-10-28,1421.66
2022-10-27,1421.23
2022-10-26,1412.52
2022-10-25,1426.92
2022-10-24,1444.63
2022-10-21,1428.32
2022-10-20,1430.2
2022-10-19,1434.88
2022-10-18,1425.02
2022-10-17,1430.71
2022-10-14,1440.44
2022-10-13,1430.69
2022-10-12,1424.49
2022-10-11,1431.42
2022-10-10,1427.61
2022-10-07,1424.94
2022-10-06,1408.31
2022-10-05,1415.63
2022-10-04,1415.53
2022-10-03,1433.45
2022-09-30,1439.96
2022-09-29,1429.99
2022-09-28,1424.48
2022-09-27,1426.32
2022-09-26,1430.19
2022-09-23,1421.34
2022-09-22,1404.23
2022-09-21,1397.71
2022-09-20,1392.5
2022-09-19,1390.08
2022-09-16,1384.77
2022-09-15,1398.41
2022-09-14,1391.01
2022-09-13,1394.68
2022-09-12,1374.63
2022-09-09,1379.77
2022-09-08,1384.55
2022-09-07,1377.11
2022-09-06,1377.07
2022-09-05,1369.39
2022-09-02,1361.15
2022-09-01,1355.82
2022-08-31,1341.19
2022-08-30,1349.77
2022-08-29,1345.62
2022-08-26,1341.81
2022-08-25,1334.32
2022-08-24,1340.6
2022-08-23,1339.17
2022-08-22,1343.43
2022-08-19,1335.61
2022-08-18,1326.84
2022-08-17,1314.88
2022-08-16,1311.04
2022-08-15,1310.52
2022-08-12,1301.31
2022-08-11,1305.14
2022-08-10,1297.33
2022-08-09,1306.14
2022-08-08,1299.1
2022-08-05,1302.24
2022-08-04,1302.41
2022-08-03,1307.82
2022-08-02,1311.82
2022-08-01,1307.33
2022-07-29,1302.97
2022-07-28,1295.47
2022-07-27,1306.08
2022-07-26,1310.1
2022-07-25,1311.12
2022-07-22,1310.01
2022-07-21,1306.16
2022-07-20,1313.1
2022-07-19,1305.12
2022-07-18,1318.3
2022-07-15,1317.74
2022-07-14,1316.41
2022-07-13,1304.73
2022-07-12,1305.21
2022-07-11,1310.81
2022-07-08,1294.68
2022-07-07,1297.62
2022-07-06,1304.79
2022-07-05,1308.95
2022-07-04,1295.87
2022-07-01,1298.67
2022-06-30,1287.51
2022-06-29,1301.9
2022-06-28,1292.06
2022-06-27,1286.31
2022-06-24,1288.89
2022-06-23,1299.81
2022-06-22,1297.58
2022-06-21,1291.72
2022-06-20,1291.54
2022-06-17,1291.26
2022-06-16,1288.23
2022-06-15,1277.9
2022-06-14,1289.57
2022-06-13,1291.68
2022-06-10,1279.32
2022-06-09,1264.04
2022-06-08,1256.81
2022-06-07,1254.36
2022-06-06,1254.45
2022-06-03,1250.58
2022-06-02,1240.32
2022-06-01,1246.89
2022-05-31,1242.26
2022-05-30,1234.85
2022-05-27,1251.99
2022-05-26,1260.02
2022-05-25,1266.41
2022-05-24,1261.03
2022-05-23,1257.88
2022-05-20,1273.59
2022-05-19,1262.61
2022-05-18,1275.33
2022-05-17,1266.5
2022-05-16,1280.38
2022-05-13,1278.45
2022-05-12,1290.72
2022-05-11,1279.03
2022-05-10,1276.48
2022-05-09,1274.28
2022-05-06,1269.99
2022-05-05,1269.2
2022-05-04,1251.51
2022-05-03,1260.35
2022-05-02,1267.51
2022-04-29,1263.03
2022-04-28,1272.11
2022-04-27,1266.27
2022-04-26,1260.67
2022-04-25,1250.1
2022-04-22,1244.11
2022-04-21,1242.81
2022-04-20,1233.66
2022-04-19,1239.53
2022-04-18,1235.22
2022-04-15,1228.19
2022-04-14,1230.15
2022-04-13,1223.23
2022-04-12,1228.08
2022-04-11,1234.32
2022-04-08,1229.19
2022-04-07,1222.55
2022-04-06,1217.48
2022-04-05,1218.22
2022-04-04,1213.75
2022-04-01,1219.73
2022-03-31,1214.17
2022-03-30,1210.31
2022-03-29,1207.35
2022-03-28,1223.65
2022-03-25,1225.08
2022-03-24,1219.58
2022-03-23,1218.62
2022-03-22,1215.07
2022-03-21,1217.55
2022-03-18,1211.15
2022-03-17,1209.89
2022-03-16,1225.35
2022-03-15,1240.62
2022-03-14,1240.64
2022-03-11,1237.08
2022-03-10,1228.83
2022-03-09,1223.13
2022-03-08,1233.53
2022-03-07,1232.14
2022-03-04,1217.45
2022-03-03,1205.54
2022-03-02,1203.16
2022-03-01,1205.32
2022-02-28,1200.12
2022-02-25,1197.57
2022-02-24,1206.05
2022-02-23,1192.44
2022-02-22,1191.9
2022-02-21,1193.68
2022-02-18,1195.59
2022-02-17,1198.63
2022-02-16,1196.53
2022-02-15,1196.76
2022-02-14,1197.32
2022-02-11,1199.48
2022-02-10,1199.83
2022-02-09,1194.05
2022-02-08,1196.35
2022-02-07,1196.87
2022-02-04,1198.25
2022-02-03,1199.47
2022-02-02,1199.46
2022-02-01,1202.31
2022-01-31,1204.63
2022-01-28,1209.56
2022-01-27,1203.77
2022-01-26,1197.03
2022-01-25,1196.35
2022-01-24,1195.59
2022-01-21,1192.51
2022-01-20,1192.42
2022-01-19,1188.13
2022-01-18,1192.69
